,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1.0,0.8364813639616099,0.9124403110507027,0.4688811190645893,0.2669862374707107,0.07163255741443261,0.6834295486029869,0.20696157042335106,0.6280887306349453,0.43859236534087354,0.4310470045261537,0.5254446623020507,-0.12332522040622866,0.5955379256658424,0.6528542102977553,-0.3188007014202128,0.034210693320649146,0.9440428592999606,0.9166488921120761,0.29223658652086076,0.3682652341990967,-0.047119010859522706,0.13424434904233262,0.17470570474812838,-0.000988103795409946,0.52398049943723,0.27282078067984633,0.11941391409980628,0.6824026876758049,0.6735632676090987,0.4477477399011163,0.6987516571374243
1,0.8364813639616099,1.0,0.5628235154036192,0.5353858288100712,0.7386739287009098,0.5582312294645551,0.9223058474577034,0.6377580015286958,0.9279617756230487,0.7914112343348243,0.8466884435808932,0.8907809175327878,-0.4152817918925041,0.46349569098539817,0.14804597021368127,-0.6297966723214797,0.482185701771892,0.6170217218416653,0.896047025847178,0.6532086560322106,0.7353433485373065,0.49468559142675045,0.6080436145987952,0.6297815185204012,-0.15839963894584264,0.4202006757303828,0.2908808590517406,-0.3248186101465173,0.9587556005706954,0.9616880466321315,0.8278249408806302,0.9516063188990203
2,0.9124403110507027,0.5628235154036192,1.0,0.4870118694939299,-0.11872934633807647,-0.19202553659013208,0.3414827156230469,-0.031840541383937444,0.2648934685202484,0.1890850662393934,0.09132577831839761,0.19478102918311097,0.23566142122030373,0.7133511283901746,0.8954406907159568,0.0696291495263532,-0.1691170304506962,0.994518162258638,0.741444654170358,0.08139839835416059,-0.013450477487370412,-0.3839305745107491,-0.2716896796878955,-0.21742371866353732,0.2800730741114844,0.6456410197250332,0.38245065040470366,0.4603361546292003,0.36795365442762795,0.35067394599461227,0.08655649512180627,0.36775664778957445
3,0.4688811190645893,0.5353858288100712,0.4870118694939299,1.0,0.2796401798976665,0.6158347553806423,0.25821708781506497,0.7280015430221984,0.31001776270323134,0.7480736939581736,0.5410341736896629,0.5443901105337232,0.44597642627277256,0.9383869108111814,0.2768156925096962,0.21231519196434667,0.7043017323435627,0.4425989811903609,0.4400641014997064,0.7207772307507355,0.06782975281805007,0.2964497092954475,0.0008480300107693836,0.05255683253557937,0.731499183809402,0.9540089203859933,0.9626246050050912,0.1835894716364129,0.5176679724597189,0.5094729582969336,0.3249343384971746,0.3810601192940176
4,0.2669862374707107,0.7386739287009098,-0.11872934633807647,0.2796401798976665,1.0,0.8361100708603554,0.8538237925012424,0.8096592873999489,0.8543178917316981,0.7637171128691616,0.9165360375045197,0.8697141806352247,-0.6972327759665381,0.011953643792770984,-0.5474091519272957,-0.7335938760429431,0.7218912799026428,-0.054190986311430774,0.5304261167167293,0.7986290078508731,0.9344218140498115,0.9328755889667277,0.9602755937748351,0.9658126396981621,-0.36547535207357396,0.008276973286435473,0.08643462056590862,-0.8262893781179136,0.8790917209576112,0.887120019578852,0.9677936543492259,0.8692520995453162
5,0.07163255741443261,0.5582312294645551,-0.19202553659013208,0.6158347553806423,0.8361100708603554,1.0,0.527126272446822,0.985820268262053,0.6226649118333566,0.8934498363602016,0.8859170544466556,0.8202457405630232,-0.2190868102591276,0.3121000268402018,-0.5393798000445258,-0.3584544491306346,0.9826816210424653,-0.1789306173194527,0.2658616279861925,0.900190695805541,0.5976801599299104,0.920663061323535,0.6942773768674277,0.6994938318087244,0.13080394815212862,0.35302308051108383,0.5148931008719632,-0.5524022616023683,0.7048271164496653,0.7154231969141724,0.7458646405464654,0.6071919309665371
6,0.6834295486029869,0.9223058474577034,0.3414827156230469,0.25821708781506497,0.8538237925012424,0.527126272446822,1.0,0.5637497709807299,0.9230504438274876,0.6385902193462372,0.8041689475578239,0.8169341990064061,-0.7145238369757791,0.14762422544103793,-0.09254338309514258,-0.7609196785885751,0.3945618555935202,0.41782309196664225,0.8645426355795248,0.63672004519992,0.9280235324757332,0.6165303022195664,0.8104275339688908,0.8367434486750707,-0.43407111439194157,0.09525978929499225,0.011628355104140144,-0.6279298487607305,0.955650496355172,0.9540996551607123,0.9386118022585316,0.9911178998493969
7,0.20696157042335106,0.6377580015286958,-0.031840541383937444,0.7280015430221984,0.8096592873999489,0.985820268262053,0.5637497709807299,1.0,0.643584615437599,0.932013241849205,0.8974401875506367,0.8446005557726588,-0.14623985381213894,0.45795091700218327,-0.3937317895460404,-0.30756292618750747,0.9788456216591496,-0.024264717370062288,0.376890482959129,0.9366960553512155,0.5783281069546892,0.8641940014663505,0.633506694175774,0.6512575665786876,0.2226991130805253,0.4902608452312969,0.6189992024120855,-0.4679388013678027,0.758358457683628,0.7648722285030528,0.7525962433128502,0.6535116160227145
8,0.6280887306349453,0.9279617756230487,0.2648934685202484,0.31001776270323134,0.8543178917316981,0.6226649118333566,0.9230504438274876,0.643584615437599,1.0,0.7918935528788075,0.9115552998384598,0.9427035342617813,-0.6205767530920331,0.1609265784955425,-0.1485080526375803,-0.8551885486158981,0.5167703495515585,0.3406058339433406,0.7146959691817105,0.5784037332934281,0.8285500307848548,0.6400742219084767,0.7937387050089794,0.776553398034574,-0.4189941667197916,0.13429188459062244,0.048345477416615705,-0.5045575474339669,0.9185389604257502,0.9360343396235878,0.8667439581363791,0.9306347220295549
9,0.43859236534087354,0.7914112343348243,0.1890850662393934,0.7480736939581736,0.7637171128691616,0.8934498363602016,0.6385902193462372,0.932013241849205,0.7918935528788075,1.0,0.9498673453186046,0.9483523508528898,-0.130734792512838,0.5360446567482047,-0.17855015187933923,-0.44850675534099127,0.8876750487095202,0.2085609300136103,0.49301461465267993,0.8107203091595186,0.5438763108092325,0.7213532466759575,0.5755593286041527,0.5705549476021036,0.1521236955159396,0.5568390286633313,0.5818444599333399,-0.288126499700407,0.8152876310847446,0.8316915687504952,0.721466413953958,0.7237830449880664
