,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1.0,0.8798341392914962,-0.36856305468794043,0.6900458241623713,0.9643051310354602,-0.0239033472940461,0.2681440066801349,0.8501123305851184,0.1603465124465921,0.8470091213110255,0.8774199680552879,0.6018197427091506,0.32439503137507375,0.7282533241145094,0.5954415643759385,0.37795610757664916,0.44549001401160737,0.9960116644560837,-0.8464889835285472,-0.26297716804356963,0.9846215052870522,0.9913938780227017,-0.05188732026211189
1,0.8798341392914962,1.0,-0.6121632634754266,0.8124816986074788,0.870106765588138,-0.4159949915412689,-0.12197908892491018,0.9355585081227881,0.4342527041358003,0.9042013222733695,0.9187889288037498,0.8055047283596349,-0.06314670515366613,0.6684127193527021,0.5404671432769895,0.043852923551101916,0.09734796191361432,0.8466228408946103,-0.8409208015430296,-0.015043263381491074,0.8343367006970737,0.8318052826418059,-0.36487870201657946
2,-0.36856305468794043,-0.6121632634754266,1.0,-0.1906972115592734,-0.41538672608562527,0.8135055417234015,0.7582871411685643,-0.7911080776446663,-0.8459068251416658,-0.25835159272567476,-0.2756601430865802,-0.2724530122676504,0.7397091965371916,-0.7695797227283241,-0.7283232858964132,0.7208147052280783,0.6632107620094165,-0.3645799027553383,0.17644133422713446,-0.6107355071372722,-0.24853857940663487,-0.36577722077038854,0.9194984530820073
3,0.6900458241623713,0.8124816986074788,-0.1906972115592734,1.0,0.6390748129052598,-0.2060414349250254,0.07175653938819418,0.6006282573148833,0.02982062158342342,0.9375079289319174,0.8913149358910847,0.9804720414320526,0.15207007343284815,0.21320386777946157,0.0004340455290929035,0.3268959227438147,0.317844447148872,0.6337628934962708,-0.8885372638103819,-0.4089197131646183,0.7346850742440427,0.6020192718829334,0.06280100434654312
4,0.9643051310354602,0.870106765588138,-0.41538672608562527,0.6390748129052598,1.0,-0.1478664679210408,0.1878832260784515,0.8605514909902072,0.33234963408684126,0.838132987254068,0.8831875832905784,0.5628032472537033,0.24514115088628186,0.7731472428072378,0.6014313966092505,0.2974684228063258,0.3839968760297097,0.9648783698596105,-0.8472461666786515,-0.27283645084927555,0.9186810969291729,0.9594618575228223,-0.1071185370749775
5,-0.0239033472940461,-0.4159949915412689,0.8135055417234015,-0.2060414349250254,-0.1478664679210408,1.0,0.9165263144608489,-0.48730883890355914,-0.8993321270353776,-0.20647634473473367,-0.18234521398091413,-0.3236097932125518,0.8827625043734827,-0.3730120370047253,-0.23697009841720976,0.797848163315747,0.762131867528395,0.008501586059106227,0.14163146699782117,-0.4531102031602759,0.08346524441988026,0.026636537563999124,0.7986010815234444
6,0.2681440066801349,-0.12197908892491018,0.7582871411685643,0.07175653938819418,0.1878832260784515,0.9165263144608489,1.0,-0.25599062924868354,-0.7714275417727643,0.14525972420995334,0.1788337861718369,-0.07125964389813605,0.9937364873157072,-0.22331937046952294,-0.1820354862541452,0.9539701380375764,0.949303062018395,0.2890710745255285,-0.22379158662665444,-0.6530367206545354,0.36225357689089227,0.29805058253571654,0.8440718210293248
7,0.8501123305851184,0.9355585081227881,-0.7911080776446663,0.6006282573148833,0.8605514909902072,-0.48730883890355914,-0.25599062924868354,1.0,0.5817958457350257,0.7249514432325941,0.7588084481790276,0.6026301553937587,-0.21059731799550346,0.8768464832008422,0.7706539132403777,-0.15622111363694616,-0.08603835340254141,0.8421763686630449,-0.6633571625375568,0.16703601527104905,0.7713859244124298,0.8389030262776703,-0.5538329740096581
8,0.1603465124465921,0.4342527041358003,-0.8459068251416658,0.02982062158342342,0.33234963408684126,-0.8993321270353776,-0.7714275417727643,0.5817958457350257,1.0,0.1697203109431269,0.20499797994876282,0.11990258463327536,-0.7565138428766257,0.5987819038475413,0.5105441127076249,-0.7363825384998148,-0.6541515969727296,0.15618879661502436,-0.1278798923720389,0.49346808568361256,0.007926094369076613,0.1527572533399857,-0.8256522630871648
9,0.8470091213110255,0.9042013222733695,-0.25835159272567476,0.9375079289319174,0.838132987254068,-0.20647634473473367,0.14525972420995334,0.7249514432325941,0.1697203109431269,1.0,0.9874568356097124,0.8887710878645951,0.2238197098982182,0.4026343962255921,0.19148888158286909,0.3708604483076401,0.4069365541356066,0.8022775595815631,-0.9800570720498955,-0.40665698707788467,0.8555812492025622,0.7759643631694414,0.029169649511814652
10,0.8774199680552879,0.9187889288037498,-0.2756601430865802,0.8913149358910847,0.8831875832905784,-0.18234521398091413,0.1788337861718369,0.7588084481790276,0.20499797994876282,0.9874568356097124,1.0,0.8469758365245434,0.24607595757961462,0.4586253848094642,0.28438619302373813,0.37275380776427686,0.4189105904664739,0.8402996231398184,-0.9589387264618235,-0.35474646473138316,0.86799038082114,0.819633193539183,-0.007576233791053089
11,0.6018197427091506,0.8055047283596349,-0.2724530122676504,0.9804720414320526,0.5628032472537033,-0.3236097932125518,-0.07125964389813605,0.6026301553937587,0.11990258463327536,0.8887710878645951,0.8469758365245434,1.0,7.447668345118139e-05,0.18794949722412782,0.005055078403350077,0.1781260433995376,0.16052698411320374,0.5413982774935702,-0.8080430910526868,-0.27127319071442574,0.6304106393287461,0.510112925352164,-0.0713948551727226
12,0.32439503137507375,-0.06314670515366613,0.7397091965371916,0.15207007343284815,0.24514115088628186,0.8827625043734827,0.9937364873157072,-0.21059731799550346,-0.7565138428766257,0.2238197098982182,0.24607595757961462,7.447668345118139e-05,1.0,-0.1964555864076914,-0.19926439963548173,0.978242061159242,0.975682610403336,0.3409041637648332,-0.3105828420976438,-0.7207872386846925,0.4245921915599695,0.34552494823792806,0.8637999898861144
13,0.7282533241145094,0.6684127193527021,-0.7695797227283241,0.21320386777946157,0.7731472428072378,-0.3730120370047253,-0.22331937046952294,0.8768464832008422,0.5987819038475413,0.4026343962255921,0.4586253848094642,0.18794949722412782,-0.1964555864076914,1.0,0.9067037912133551,-0.22619310419809302,-0.13341158692501595,0.7605983558809304,-0.3911223539869925,0.21012598095533122,0.6300422911939441,0.772694879572971,-0.5442564699542066
14,0.5954415643759385,0.5404671432769895,-0.7283232858964132,0.0004340455290929035,0.6014313966092505,-0.23697009841720976,-0.1820354862541452,0.7706539132403777,0.5105441127076249,0.19148888158286909,0.28438619302373813,0.005055078403350077,-0.19926439963548173,0.9067037912133551,1.0,-0.2843023933237537,-0.20205654241618792,0.6350089274956225,-0.13818559315099568,0.4940146372259066,0.48202831023710563,0.6617761577763356,-0.6344745426552247
