,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.0,0.8692229005620906,0.7210598473278749,0.9793093189532736,0.9557705336725701,0.7978359585107792,0.9461692309073659,0.8321097439286333,0.3175321776255191,0.4975716041125608,0.9628748681815593,0.8717505558297808,0.8885469695024588,0.6352685199894622,0.7722050246803175,-0.12567792431070338,-0.3258241419063103,-0.4076076755878045,0.7193416100059403,0.6625851668055149,0.9720320171870486,-0.5034353669812095,-0.3536712992009425,-0.3558231023123542
1,0.8692229005620906,1.0,0.9353390974260105,0.8147661928327625,0.9188752005352783,0.7060988784467392,0.894907646317251,0.8280168117332531,0.44967566274015336,0.26824364780460636,0.914024301965318,0.8654046235927558,0.7555686992820579,0.534143414652209,0.7212061921408803,-0.18355245424733618,-0.32473627370166513,-0.3707358821377867,0.9445073370838616,0.914280398304626,0.8029287680890835,-0.2540204088519905,-0.1957288297658838,-0.18713955447398586
2,0.7210598473278749,0.9353390974260105,1.0,0.6485068574937838,0.8384294686455651,0.7154613271355186,0.8224344333667426,0.8261565665827278,0.665930092117674,-0.0813994819164363,0.8187542157075158,0.8310225771744761,0.5368425873756701,0.39355101711649043,0.7429186718373991,0.033598693781915316,-0.05296604094654282,-0.0975462539749013,0.9571434556014802,0.9768320450013562,0.6476426370006758,0.10251053688031826,0.14647006136212004,0.1598948982242152
3,0.9793093189532736,0.8147661928327625,0.6485068574937838,1.0,0.8840515843092555,0.6834833623312726,0.8655090722822267,0.7147992258108001,0.1674191399486053,0.5515548660992584,0.8930430013204735,0.765835250598911,0.8162963076671188,0.5031531305531104,0.6452643175004417,-0.23654223901980204,-0.4203080799989143,-0.5052637359848963,0.6720585131357332,0.5855333039304972,0.9546062244384067,-0.5399445449474342,-0.4464075559570679,-0.44240780549666114
4,0.9557705336725701,0.9188752005352783,0.8384294686455651,0.8840515843092555,1.0,0.9035344292448952,0.9954016174446013,0.9521294356673651,0.5383889107023527,0.32270721746487036,0.9990537266575737,0.9743777237182812,0.8783825944984652,0.6874751402181735,0.8956957080005343,0.01286202883126422,-0.17329201219504775,-0.24809543895473674,0.8118095246792377,0.7759856569891046,0.9021581519431334,-0.330142424486599,-0.1404048581521039,-0.14255688262608418
5,0.7978359585107792,0.7060988784467392,0.7154613271355186,0.6834833623312726,0.9035344292448952,1.0,0.9295748596685073,0.9752317297821167,0.7644975532375615,0.05815984825775324,0.8958935211781852,0.9513992192771403,0.7549238690876343,0.7274899979379122,0.9943258312557627,0.39722667451302474,0.22148325876629213,0.14009958331205685,0.6050957266411705,0.6416935969094343,0.7678634799950863,-0.09849673341091261,0.19703728380326804,0.1826375158257386
6,0.9461692309073659,0.894907646317251,0.8224344333667426,0.8655090722822267,0.9954016174446013,0.9295748596685073,1.0,0.9635012403062404,0.5842186777530098,0.2856276412005761,0.99428309886738,0.9757510057110188,0.8783396521498451,0.7351442613781214,0.9252510131108922,0.0981552292800942,-0.0969458483854657,-0.17206819275949983,0.7703475316939572,0.7691731999356752,0.9100844286961154,-0.31002623559930986,-0.09694291956902136,-0.1047733546351752
7,0.8321097439286333,0.8280168117332531,0.8261565665827278,0.7147992258108001,0.9521294356673651,0.9752317297821167,0.9635012403062404,1.0,0.7425996120438816,0.10198722291605263,0.9438767952327467,0.9922354481064529,0.7936334898955761,0.7145216019014439,0.9790676268187701,0.253259405099805,0.0852357273900014,0.014491567298030916,0.75110021086398,0.7590835586038897,0.7754112674179491,-0.12429285434939889,0.12743055983569812,0.12004460961354806
8,0.3175321776255191,0.44967566274015336,0.665930092117674,0.1674191399486053,0.5383889107023527,0.7644975532375615,0.5842186777530098,0.7425996120438816,1.0,-0.5697881487230203,0.5096443388573589,0.6602369665969797,0.24253869040522358,0.46319171590670644,0.8072594993837923,0.7365094544617014,0.6749006946194023,0.6370807133390918,0.4634289300709371,0.6567226073594837,0.3148428174894781,0.5105199702020724,0.7288402834446743,0.7132324109099052
9,0.4975716041125608,0.26824364780460636,-0.0813994819164363,0.5515548660992584,0.32270721746487036,0.05815984825775324,0.2856276412005761,0.10198722291605263,-0.5697881487230203,1.0,0.36077955888257585,0.20422073111591804,0.6554074842525691,0.33439739309823074,0.009879943407951121,-0.6824142301126427,-0.8243656758104957,-0.8434513358639879,0.098269470524121,-0.12139160335166421,0.4677143062259373,-0.9805302873718789,-0.9411598903286532,-0.9421494351687804
